frequency,recency,T,monetary_value,clv
2.0,89.0,109.0,586.56,4100.840439823503
2.0,124.0,165.0,314.28,1690.8583144118554
8.0,322.0,327.0,1426.56375,11598.819485736269
3.0,183.0,329.0,129.31,492.38518214893935
3.0,162.0,194.0,392.54333333333335,2352.1894888848697
2.0,182.0,321.0,124.30000000000001,394.56292723457875
3.0,155.0,223.0,487.14000000000004,2599.3525451494334
6.0,276.0,319.0,180.44666666666663,1191.3598954532092
2.0,211.0,249.0,236.06,957.1438039764801
4.0,172.0,172.0,166.51749999999998,1311.7046524286902
1.0,39.0,148.0,105.0,393.3884686307831
12.0,282.0,283.0,735.2808333333334,9407.182763047264
1.0,161.0,326.0,211.55,476.9658287211954
2.0,244.0,257.0,288.21,1148.046722640447
6.0,237.0,332.0,139.6,872.4360403820889
6.0,299.0,333.0,147.23,942.1367510681382
8.0,157.0,239.0,295.50875,2893.895405609079
2.0,79.0,194.0,146.14999999999998,646.2675024923991
4.0,303.0,328.0,479.26750000000004,2325.402097711674
118.0,334.0,334.0,866.629406779661,84111.97867250019
2.0,176.0,320.0,307.91499999999996,965.3095210662641
2.0,192.0,238.0,58.275000000000006,249.12864439379163
4.0,254.0,285.0,249.58999999999997,1352.554224904379
1.0,39.0,115.0,844.73,3931.0956364805616
1.0,166.0,235.0,1268.73,4037.2385999598323
2.0,166.0,201.0,130.825,623.1679312925223
2.0,210.0,243.0,530.0,2182.525108864084
3.0,210.0,236.0,1690.96,8804.249303154074
2.0,74.0,91.0,429.035,3317.475353654479
7.0,288.0,313.0,613.5957142857143,4635.177049045393
1.0,58.0,91.0,112.32,678.0372764156447
4.0,148.0,180.0,187.9775,1422.7148822508207
11.0,320.0,327.0,721.7354545454546,7644.686399696518
2.0,98.0,206.0,159.02499999999998,692.1596398908486
4.0,237.0,257.0,131.7175,776.4997015763099
9.0,279.0,321.0,652.4144444444445,5889.278231007141
1.0,126.0,144.0,314.15,1466.3332253079993
3.0,248.0,277.0,382.43666666666667,1768.902269942811
2.0,118.0,186.0,505.745,2459.3689658067037
4.0,269.0,287.0,162.5725,880.089550684968
4.0,258.0,291.0,405.29,2157.389702283467
1.0,160.0,319.0,172.24,399.3151329313097
3.0,132.0,139.0,182.06666666666663,1375.877018186477
1.0,71.0,202.0,246.23000000000002,746.7378028350095
3.0,252.0,328.0,460.08666666666664,1840.937976330322
24.0,322.0,327.0,213.99166666666667,4557.0806009527705
1.0,320.0,334.0,231.98,598.0746988456517
1.0,133.0,137.0,142.44,703.3945595400372
2.0,119.0,328.0,35.65,99.71147280598962
6.0,281.0,328.0,188.5233333333333,1216.3184540280251
9.0,330.0,330.0,633.8822222222221,5636.645035295498
4.0,308.0,328.0,249.5325,1213.7636511616952
2.0,197.0,238.0,180.01,755.4300628078826
4.0,70.0,199.0,160.0125,910.8480738780421
1.0,326.0,329.0,326.46000000000004,851.7585757848016
1.0,197.0,229.0,365.52000000000004,1233.9084984659112
1.0,172.0,243.0,110.96000000000001,354.57195873439764
1.0,110.0,327.0,1693.5,3187.235217852585
7.0,290.0,290.0,280.2557142857143,2257.0407626058623
5.0,283.0,314.0,537.642,3144.9268961084244
2.0,107.0,140.0,206.2,1240.807507531395
6.0,326.0,330.0,82.09166666666667,533.0287934314789
36.0,317.0,329.0,514.86,15949.154131993615
13.0,323.0,323.0,486.74230769230775,6018.754802421104
2.0,106.0,218.0,367.83,1528.9228445702297
13.0,292.0,299.0,312.8776923076923,4110.828172354244
3.0,303.0,329.0,74.27333333333333,304.53223330127446
1.0,101.0,111.0,768.1899999999999,4190.545104580624
1.0,125.0,242.0,255.95,748.5360995260615
1.0,40.0,276.0,1131.0,1685.1544865192016
6.0,262.0,273.0,234.94833333333335,1759.9051216275222
6.0,294.0,295.0,187.785,1327.165300862188
28.0,323.0,333.0,1560.3982142857144,37769.469137780296
3.0,288.0,320.0,211.6,876.6602189547954
4.0,127.0,252.0,712.0625,3850.915003558794
1.0,204.0,243.0,896.71,2869.1855545724866
1.0,210.0,217.0,239.95999999999998,859.9264199500806
1.0,182.0,236.0,588.6700000000001,1903.191406097048
1.0,1.0,147.0,430.98,1084.322320403335
22.0,312.0,329.0,345.1777272727273,6736.2589945464515
3.0,153.0,326.0,250.57000000000002,906.8102388631137
4.0,302.0,328.0,79.7,390.29178493101534
3.0,84.0,89.0,320.45666666666665,3121.298631126564
1.0,68.0,244.0,134.65,319.04748262167374
7.0,256.0,333.0,459.4985714285714,3249.305207638202
3.0,100.0,164.0,456.8666666666666,2994.2859176809384
5.0,43.0,334.0,56.94,15.527027907085547
1.0,22.0,320.0,102.28,88.4049462573478
2.0,116.0,243.0,313.95,1193.7573487228321
2.0,67.0,95.0,588.27,4407.0401602904385
5.0,217.0,230.0,203.608,1517.787075834695
6.0,61.0,333.0,34.47666666666667,11.413073657527816
4.0,86.0,188.0,226.17499999999998,1510.476121829655
4.0,274.0,279.0,115.51250000000002,641.7965417102945
1.0,306.0,333.0,949.3000000000001,2410.8072792367916
8.0,230.0,262.0,251.095,2417.7962284973137
2.0,147.0,165.0,395.485,2149.5236108455265
2.0,165.0,176.0,444.81499999999994,2319.88127608598
1.0,4.0,94.0,358.82,1615.1121865996897
1.0,238.0,249.0,295.15,951.8149746107232
5.0,212.0,258.0,243.01799999999997,1648.8231830253035
16.0,227.0,231.0,672.675,12921.38670292592
7.0,159.0,180.0,133.69142857142856,1524.4792726874712
9.0,241.0,252.0,369.7444444444444,4050.8736269987967
3.0,206.0,223.0,280.74333333333334,1532.3172162148048
2.0,174.0,262.0,328.95,1249.3118933755968
5.0,195.0,201.0,172.138,1416.8596232504967
1.0,97.0,297.0,56.86,123.07952703391642
6.0,212.0,225.0,392.375,3392.3850251940057
11.0,269.0,273.0,388.8363636363636,4747.154623292761
2.0,205.0,209.0,307.07000000000005,1426.1826493151996
2.0,127.0,252.0,239.72,897.4245592179607
1.0,22.0,201.0,623.5,1298.1771086116
7.0,199.0,230.0,579.0814285714285,5520.106397424299
10.0,138.0,148.0,286.74899999999997,4978.0286990930945
3.0,235.0,319.0,339.63000000000005,1384.8431799518328
17.0,311.0,322.0,744.4499999999999,11693.230424426145
2.0,271.0,300.0,184.09,651.2346678785406
3.0,166.0,197.0,300.51666666666665,1783.9629142913068
5.0,314.0,325.0,304.18399999999997,1738.5010272716206
4.0,299.0,326.0,106.45,522.2604660504348
1.0,114.0,229.0,370.48,1116.4086373779098
8.0,162.0,173.0,319.6075,4164.3240026084895
38.0,289.0,293.0,323.3202631578947,11571.117459055238
2.0,246.0,326.0,310.66499999999996,1008.9073446247925
19.0,296.0,329.0,267.64421052631576,4546.854473105342
2.0,106.0,319.0,68.54999999999998,184.6367217601423
1.0,32.0,85.0,86.0,513.286157771945
3.0,249.0,269.0,305.2,1447.4691774429084
9.0,169.0,208.0,66.31666666666668,832.2980791536684
4.0,232.0,272.0,326.445,1827.7378356824483
2.0,42.0,88.0,86.265,668.8446090366616
2.0,176.0,236.0,26.550000000000004,117.50232805820478
3.0,294.0,314.0,107.00666666666666,453.48583995024507
1.0,305.0,326.0,511.34000000000003,1328.4366315319871
1.0,11.0,290.0,11.849999999999998,13.00322545613882
3.0,179.0,203.0,318.9166666666667,1857.5098867871104
4.0,273.0,278.0,78.98750000000001,441.6567408765049
7.0,265.0,279.0,614.4942857142858,5085.725140040716
6.0,229.0,241.0,240.46833333333333,1978.6576292769992
1.0,3.0,330.0,403.25,206.88193781979626
1.0,24.0,210.0,454.9,905.9495289375385
1.0,4.0,323.0,310.48,173.03758420887002
2.0,102.0,278.0,312.53499999999997,980.5710025415801
4.0,228.0,255.0,601.595,3543.24801367489
1.0,1.0,201.0,59.400000000000006,92.49206365345604
1.0,27.0,101.0,310.36,1540.1254871553824
9.0,156.0,334.0,240.89000000000001,939.2009275382752
2.0,149.0,188.0,586.995,2891.330727787692
3.0,89.0,145.0,94.89666666666666,683.0538718386516
1.0,21.0,39.0,461.79,3939.821310659009
6.0,327.0,332.0,228.77833333333334,1471.2646747251358
8.0,217.0,244.0,167.9075,1709.0528663675918
1.0,183.0,209.0,333.63,1207.8826935148973
2.0,127.0,222.0,1014.8,4266.81484785433
1.0,120.0,319.0,186.0,384.32967379438037
12.0,191.0,217.0,469.52583333333337,7292.259771013711
11.0,201.0,202.0,861.7936363636363,13146.897766074706
2.0,90.0,130.0,85.475,541.7242532559076
1.0,49.0,178.0,307.5,967.3090779146337
6.0,272.0,333.0,226.71166666666667,1438.4786324615845
1.0,84.0,196.0,712.24,2323.6422198476453
3.0,140.0,143.0,405.25333333333333,3000.380857003525
4.0,203.0,271.0,271.575,1509.5797512617307
11.0,319.0,326.0,169.65,1804.0127160394063
1.0,29.0,47.0,298.96000000000004,2408.4043697263637
1.0,11.0,326.0,290.51,187.5260445961726
11.0,275.0,294.0,205.97727272727272,2371.5286913118175
1.0,28.0,31.0,340.98,3209.635358448774
4.0,322.0,326.0,481.03999999999996,2352.060435768377
2.0,114.0,210.0,158.925,697.7511252463914
14.0,317.0,320.0,385.5257142857143,5124.670634353331
13.0,279.0,334.0,247.47923076923078,2936.8692214347943
8.0,282.0,287.0,413.81624999999997,3731.368375543757
7.0,326.0,327.0,362.6828571428572,2655.7402078693876
7.0,305.0,333.0,278.86857142857144,2006.7232922063201
11.0,318.0,329.0,460.2745454545455,4850.79762188323
9.0,308.0,329.0,63.87222222222223,571.2248334435031
2.0,84.0,109.0,328.53499999999997,2295.208544871544
77.0,331.0,334.0,645.2612987012988,41191.05292779924
3.0,279.0,315.0,200.98000000000002,842.5900829505498
2.0,52.0,77.0,107.28999999999999,907.1726540601371
2.0,242.0,252.0,745.6300000000001,3004.8429975785134
1.0,21.0,46.0,679.68,5390.044051728554
3.0,326.0,326.0,349.90000000000003,1432.4557991430179
1.0,3.0,330.0,63.0,33.873287462203024
2.0,17.0,134.0,112.07,538.8917646080583
1.0,252.0,279.0,257.9,758.3959208540999
1.0,11.0,35.0,308.69,2686.298312566125
1.0,29.0,148.0,366.11,1253.2980770550328
4.0,315.0,330.0,309.0525,1496.0326302997
1.0,113.0,328.0,465.37,888.4518759757173
8.0,297.0,329.0,300.54125,2425.4198998507395
18.0,316.0,326.0,333.02722222222224,5456.640100834043
1.0,159.0,215.0,331.80000000000007,1146.8155384994898
3.0,251.0,276.0,69.53666666666668,327.3686150742843
1.0,283.0,319.0,496.97,1303.7370346165292
3.0,218.0,236.0,405.3633333333333,2119.3837552082546
7.0,292.0,293.0,310.90714285714284,2483.2060703195352
8.0,256.0,332.0,143.72500000000002,1133.4755163544307
2.0,182.0,183.0,289.595,1478.0521741120763
7.0,189.0,319.0,529.0414285714286,3523.823233754211
3.0,319.0,326.0,355.65333333333336,1454.6109836063433
1.0,55.0,229.0,282.29999999999995,663.4307435119072
5.0,211.0,256.0,938.96,6395.8038499990635
2.0,203.0,333.0,321.205,994.4016213395741
2.0,272.0,321.0,159.59,533.4363558769311
2.0,280.0,319.0,633.24,2115.1541739302033
5.0,186.0,239.0,116.3,834.9250593678996
1.0,48.0,157.0,440.99,1585.8646059518626
2.0,122.0,266.0,287.935,1007.4612807007238
7.0,177.0,222.0,437.72857142857146,4256.606781533301
3.0,136.0,143.0,250.98333333333332,1859.6981738432196
4.0,218.0,243.0,649.7825,3968.535176000056
2.0,252.0,271.0,327.65,1251.0523464552953
2.0,112.0,330.0,123.305,320.85379937659593
2.0,188.0,228.0,128.605,559.1930780296997
2.0,93.0,161.0,118.16,636.2259400108039
1.0,187.0,195.0,370.27,1422.8220565856789
2.0,154.0,169.0,128.94,697.004698517253
4.0,275.0,281.0,419.2575,2303.2914784601926
3.0,176.0,222.0,114.20666666666666,623.6023116552069
1.0,193.0,225.0,166.07999999999998,574.411751826556
4.0,131.0,148.0,176.39249999999998,1527.4396764303813
1.0,76.0,320.0,243.22,394.117607163499
2.0,93.0,148.0,64.8,377.2257123657353
17.0,308.0,330.0,343.51,5283.209709908071
1.0,7.0,113.0,114.14,446.83775922899713
2.0,317.0,321.0,223.82999999999998,753.499951161478
3.0,77.0,81.0,66.73333333333333,691.8532736749264
1.0,2.0,21.0,102.0,1039.6404548559585
1.0,16.0,17.0,614.59,6595.515101771723
5.0,313.0,319.0,357.93999999999994,2076.6969100757638
1.0,105.0,227.0,114.85,348.7523783927999
1.0,22.0,39.0,1636.52,13915.712029921306
1.0,37.0,334.0,328.54,322.6879551526393
1.0,154.0,172.0,442.64,1836.6866020013806
5.0,140.0,196.0,493.67600000000004,4044.1502671627127
2.0,121.0,231.0,435.855,1755.2912766213624
20.0,324.0,328.0,488.8755,8777.145002452082
7.0,302.0,330.0,383.03428571428566,2774.833538210035
6.0,103.0,116.0,499.1866666666667,6679.092982221625
1.0,93.0,99.0,305.06,1792.759000632084
3.0,46.0,196.0,209.70333333333335,894.597015203812
2.0,35.0,46.0,161.075,1698.1981024061972
1.0,204.0,320.0,101.19999999999999,254.8962771726167
15.0,333.0,334.0,890.3720000000001,12155.130351001559
3.0,139.0,325.0,364.5466666666667,1268.9502493714053
1.0,2.0,7.0,8.67,144.75754260312291
8.0,268.0,293.0,188.15375,1666.8664562388099
6.0,214.0,215.0,360.06666666666666,3223.9252131587073
5.0,265.0,315.0,254.35,1479.8627262191299
9.0,300.0,327.0,357.34666666666664,3191.7213240564165
2.0,97.0,207.0,307.8,1323.5399376711339
2.0,227.0,319.0,402.795,1320.234757979643
1.0,7.0,50.0,51.68000000000001,398.2774002851348
4.0,192.0,326.0,118.16250000000001,545.21349456635
7.0,253.0,333.0,345.16857142857145,2437.015516556653
1.0,317.0,332.0,157.39,410.50064712542724
10.0,322.0,323.0,396.254,3913.8259601379273
3.0,239.0,277.0,322.06,1487.2502227821833
2.0,195.0,262.0,147.69,572.1948887940066
12.0,311.0,330.0,286.4158333333333,3242.4301503898832
2.0,119.0,176.0,224.83499999999998,1149.3657486004417
1.0,158.0,319.0,465.43,1060.4606992292802
1.0,20.0,31.0,88.8,848.7897483945985
1.0,29.0,34.0,228.31,2097.925988083833
3.0,229.0,293.0,362.40333333333325,1589.5799539253696
8.0,228.0,330.0,281.685,2163.441770993945
2.0,169.0,239.0,562.5799999999999,2303.827970598666
2.0,195.0,333.0,163.3,504.4482975076409
1.0,154.0,266.0,229.23000000000002,641.6855577433903
1.0,245.0,274.0,199.6,596.7292553184822
11.0,246.0,327.0,289.08818181818185,2949.5105003678736
1.0,120.0,181.0,237.90000000000003,917.5763547111133
2.0,115.0,123.0,146.34,968.2029763747873
3.0,301.0,312.0,189.6,804.8001703920091
2.0,58.0,271.0,239.265,596.857649148348
3.0,153.0,195.0,327.29,1947.386551059018
8.0,265.0,326.0,130.03875,1049.5033319295298
15.0,316.0,333.0,420.0073333333333,5739.187340786678
8.0,298.0,329.0,92.9625,752.887387449458
3.0,284.0,334.0,194.0666666666667,774.5760231225432
10.0,267.0,285.0,210.17600000000002,2287.466015888254
1.0,60.0,81.0,285.68,1827.8217207623825
11.0,292.0,295.0,110.60727272727273,1274.5095333060501
17.0,314.0,320.0,453.4852941176471,7163.740250973466
2.0,50.0,97.0,96.5055,710.7285319006819
5.0,308.0,319.0,214.77599999999998,1247.0372992289156
10.0,239.0,243.0,361.498,4447.04061626827
3.0,140.0,217.0,173.34333333333333,939.9454625196838
6.0,135.0,196.0,200.56999999999996,1868.815179372572
1.0,255.0,290.0,393.92,1114.4518184611122
7.0,320.0,327.0,292.4157142857143,2140.71376698089
2.0,159.0,165.0,391.77,2138.1813033926287
8.0,228.0,235.0,357.1075,3746.789599910895
1.0,193.0,243.0,418.06,1332.070303623307
11.0,294.0,333.0,820.6872727272727,8518.144508472707
3.0,254.0,320.0,477.80333333333334,1955.6787647667277
4.0,103.0,243.0,80.125,419.1567764308377
2.0,95.0,222.0,287.19,1145.8324345813974
3.0,215.0,333.0,78.44666666666667,306.9652781309398
3.0,63.0,228.0,201.21666666666667,788.4323841637554
1.0,31.0,328.0,510.0,473.5534313776777
1.0,23.0,76.0,48.0,308.93345482173015
3.0,239.0,245.0,228.19666666666663,1165.8110294008038
6.0,182.0,333.0,158.5666666666667,882.9445535970474
6.0,280.0,326.0,175.4416666666667,1137.9522255315528
1.0,21.0,299.0,193.8,188.4898365608697
1.0,309.0,320.0,386.43,1025.5081079736535
1.0,75.0,204.0,765.79,2311.7896232252333
4.0,223.0,224.0,110.4375,724.2197722074515
6.0,176.0,231.0,274.9816666666667,2299.5659700160854
3.0,239.0,288.0,854.12,3808.0482525673824
5.0,181.0,215.0,348.804,2712.285877123185
2.0,199.0,241.0,139.345,580.9082869666142
1.0,28.0,143.0,178.22000000000003,636.6200272327139
1.0,326.0,327.0,542.82,1417.9999041398264
1.0,97.0,241.0,357.53999999999996,967.8962942642283
7.0,265.0,291.0,264.3542857142857,2115.941180301137
1.0,242.0,322.0,103.5,268.99135632505346
10.0,306.0,333.0,471.604,4530.536057547439
10.0,254.0,287.0,199.9,2156.847720618351
2.0,42.0,71.0,484.03499999999997,4176.253132804824
2.0,75.0,176.0,862.575,4108.972753338182
6.0,57.0,77.0,153.66833333333332,2554.3351305145343
2.0,43.0,47.0,224.70499999999998,2354.824840622779
8.0,329.0,330.0,360.73375,2915.44837343796
3.0,216.0,248.0,235.6866666666667,1186.3065298568517
2.0,223.0,327.0,87.80000000000001,285.01919626926644
3.0,224.0,330.0,190.57000000000002,750.3830483939784
12.0,274.0,298.0,325.99666666666667,3995.4239275070186
2.0,182.0,251.0,489.1,1936.189414989534
2.0,83.0,245.0,109.125,377.2770241877821
5.0,252.0,320.0,764.9680000000001,4361.654241850811
3.0,141.0,167.0,254.90666666666667,1697.3981379110714
1.0,160.0,333.0,156.02,343.9853020396867
1.0,86.0,161.0,578.6500000000001,2308.899908959232
6.0,170.0,203.0,132.125,1227.0505064406905
16.0,329.0,333.0,258.88875,3754.0679048270435
1.0,71.0,145.0,111.5,483.5213323217384
2.0,172.0,197.0,303.875,1462.347318063644
1.0,52.0,133.0,242.64999999999998,1054.0369444910452
4.0,294.0,327.0,332.9,1618.2483195921056
6.0,333.0,333.0,394.87999999999994,2531.749151247048
3.0,196.0,207.0,121.29,703.3105421507953
5.0,220.0,255.0,345.54,2371.013019161369
3.0,188.0,210.0,136.45666666666668,780.243549307326
1.0,152.0,178.0,261.36,1058.985341097393
2.0,140.0,319.0,92.52000000000001,277.24990416195806
1.0,12.0,38.0,315.31,2663.3687507896675
6.0,195.0,237.0,543.3866666666667,4485.453017294054
3.0,110.0,186.0,146.38333333333335,879.5574134909431
21.0,331.0,332.0,2207.2819047619046,41039.74215315953
3.0,120.0,322.0,242.54999999999998,791.2748020405425
2.0,174.0,318.0,201.38,635.8510468692774
2.0,171.0,266.0,58.025000000000006,222.3699427144966
2.0,43.0,50.0,252.6,2579.789250241334
4.0,138.0,256.0,413.72,2259.1781761510115
3.0,71.0,75.0,557.7866666666666,5910.106968799457
2.0,161.0,165.0,806.345,4393.042747967914
1.0,229.0,229.0,305.36,1052.9511841580975
7.0,230.0,263.0,224.23285714285717,1936.749832881024
3.0,206.0,280.0,237.4,1074.5386209518797
2.0,259.0,295.0,361.56,1287.2090897500025
1.0,139.0,207.0,454.58,1583.1195718849715
3.0,63.0,70.0,57.403333333333336,639.2698905410575
12.0,134.0,159.0,256.4483333333333,4932.397420882065
11.0,319.0,325.0,433.57000000000005,4616.782073154208
2.0,230.0,237.0,281.53,1193.1340342284245
1.0,27.0,38.0,635.6,5534.297684743115
3.0,63.0,330.0,996.9500000000002,1635.041438093573
3.0,118.0,263.0,127.77,550.8581858009134
5.0,218.0,257.0,229.502,1565.479877339775
6.0,260.0,326.0,293.53333333333336,1888.762373434399
4.0,210.0,278.0,377.92,2059.4150682935756
1.0,32.0,200.0,533.26,1252.7692028414403
4.0,196.0,220.0,468.67499999999995,3080.991912452143
3.0,227.0,237.0,421.93666666666667,2202.4952037748894
1.0,17.0,22.0,316.78,3231.261874650477
2.0,159.0,171.0,464.68,2469.820766784914
16.0,299.0,333.0,90.659375,1309.2136661069321
1.0,41.0,101.0,325.44,1709.9611638559786
2.0,266.0,285.0,303.29499999999996,1114.7531189717313
4.0,302.0,333.0,527.1875,2524.3441795250305
3.0,286.0,291.0,217.66,975.7553187068271
14.0,308.0,333.0,1983.1257142857141,25446.016205436787
1.0,68.0,109.0,491.18,2600.5248928173364
2.0,114.0,133.0,115.92,730.3826964610203
5.0,274.0,299.0,243.81200000000004,1485.9118218660174
7.0,251.0,298.0,386.53428571428566,3019.348331871728
1.0,11.0,158.0,103.21000000000001,277.55391715699295
8.0,275.0,322.0,317.1175,2592.945616811868
4.0,127.0,224.0,145.015,895.6357284636433
18.0,320.0,326.0,682.0816666666666,11177.37490469102
3.0,308.0,328.0,287.97,1170.7395066844804
7.0,328.0,329.0,97.76571428571428,715.1579667250012
2.0,222.0,228.0,485.63,2112.352053889277
2.0,261.0,334.0,152.75,491.2127938236921
4.0,250.0,277.0,369.6,2046.4483218137284
2.0,173.0,174.0,290.6,1535.1093199894826
12.0,299.0,330.0,266.2266666666667,3007.09620456089
6.0,221.0,245.0,726.2116666666667,5879.581224694244
2.0,52.0,325.0,161.895,258.76678935209503
1.0,170.0,329.0,145.04,332.07290862432944
2.0,217.0,270.0,182.175,693.1347329421426
1.0,213.0,330.0,148.95,362.8980362877592
1.0,116.0,330.0,106.81,209.9981179094987
4.0,148.0,329.0,250.7475,1014.5497007252079
1.0,77.0,115.0,122.86,649.4540219746664
4.0,225.0,256.0,630.09,3696.4823697533316
3.0,187.0,216.0,250.60333333333332,1395.9647532411625
1.0,34.0,171.0,278.34000000000003,832.1546934932701
5.0,252.0,277.0,147.804,957.4431741990782
1.0,55.0,194.0,141.49,420.47609008071754
4.0,289.0,327.0,208.945,1016.3409420967872
1.0,81.0,232.0,142.0,384.1705173800675
9.0,201.0,250.0,241.03111111111113,2624.3893657879557
1.0,15.0,47.0,316.46,2455.457014057468
1.0,2.0,202.0,108.03999999999999,165.7353648773792
4.0,211.0,284.0,74.89500000000001,404.55606098755806
14.0,242.0,292.0,410.5728571428572,5769.526893494951
2.0,281.0,320.0,459.20000000000005,1531.7166873119124
2.0,157.0,186.0,163.9,823.4882236996705
5.0,322.0,330.0,195.742,1107.0302122815554
9.0,329.0,333.0,425.42,3755.529107632079
1.0,136.0,146.0,222.4,1041.0736429314027
9.0,259.0,272.0,359.31666666666666,3713.8913264435837
2.0,131.0,327.0,148.43500000000003,418.06392275022745
7.0,249.0,249.0,440.23857142857145,3981.237127519098
1.0,55.0,181.0,220.95,707.5276820576779
1.0,166.0,215.0,760.18,2630.359908598215
6.0,234.0,272.0,429.98,3208.703538450392
2.0,13.0,334.0,353.69,214.48930042853084
7.0,297.0,329.0,265.37285714285713,1926.8622372028199
2.0,113.0,197.0,571.21,2630.179240676696
4.0,248.0,329.0,299.265,1427.774931697191
1.0,243.0,248.0,390.74,1263.9733381174096
5.0,278.0,327.0,156.30599999999998,884.9603779751548
3.0,275.0,323.0,547.19,2234.551487697951
2.0,225.0,320.0,306.45000000000005,1001.8155559395508
1.0,88.0,231.0,177.59,494.5921403218013
3.0,168.0,176.0,316.73333333333335,2045.1428378916924
1.0,129.0,165.0,191.56,811.6429748757648
1.0,116.0,120.0,388.76,2047.4289136207685
2.0,117.0,323.0,114.425,313.72321672422413
13.0,323.0,327.0,190.89153846153846,2338.6899823695944
1.0,27.0,116.0,365.05,1596.255790628227
27.0,327.0,332.0,943.8411111111111,22148.557560365174
1.0,139.0,252.0,262.93,757.4113867332734
3.0,287.0,327.0,181.40666666666667,738.3044065496381
1.0,141.0,141.0,247.0,1188.8702310282035
8.0,318.0,325.0,410.24875000000003,3353.8917073086864
2.0,220.0,227.0,270.985,1185.6950026080665
6.0,211.0,263.0,122.52833333333332,936.3991918605718
43.0,329.0,334.0,1085.0741860465116,39389.749333776716
1.0,155.0,208.0,243.31,866.0933006223411
15.0,303.0,330.0,449.6013333333333,6175.675404748813
2.0,136.0,293.0,142.05,462.7194747751185
1.0,176.0,224.0,188.73,644.544753549789
2.0,89.0,319.0,276.01,663.7682978658952
2.0,24.0,162.0,196.665,788.7842466526595
2.0,203.0,229.0,438.09000000000003,1889.8053327671448
4.0,315.0,333.0,216.9625,1043.55845642449
2.0,106.0,278.0,266.19500000000005,847.7933540316025
3.0,171.0,251.0,381.3,1858.2068815078148
2.0,35.0,36.0,311.765,3571.2668916742814
4.0,188.0,245.0,243.56,1466.245216578834
5.0,302.0,328.0,270.912,1534.320373366619
2.0,231.0,325.0,265.28999999999996,858.4726464546868
2.0,77.0,85.0,270.645,2183.792219002163
6.0,155.0,169.0,236.23166666666665,2498.169407460039
2.0,193.0,235.0,23.17,104.70285560244048
4.0,310.0,327.0,595.665,2899.6083946134218
1.0,260.0,321.0,979.64,2510.365096307656
3.0,262.0,281.0,206.54999999999998,949.404211783939
5.0,308.0,328.0,161.334,916.2003789066722
1.0,44.0,159.0,157.25,553.9229659236846
4.0,156.0,215.0,202.34,1336.2414533455747
6.0,286.0,334.0,262.505,1667.6263534790464
2.0,175.0,186.0,296.05,1489.8044013090214
1.0,17.0,31.0,1290.7,11812.211085971207
2.0,86.0,89.0,644.53,5071.468039970981
4.0,154.0,194.0,265.5,1900.1064742199721
4.0,141.0,144.0,443.65500000000003,3911.721905513707
1.0,90.0,269.0,296.88,679.9925003539435
2.0,266.0,272.0,463.89,1768.555017065415
3.0,195.0,299.0,41.24666666666666,178.7775787850849
6.0,252.0,253.0,225.33666666666667,1790.8643449935257
1.0,158.0,176.0,579.22,2362.3563258672766
3.0,293.0,327.0,192.9,785.7603884768164
2.0,195.0,257.0,1377.025,5365.998961624727
2.0,205.0,243.0,511.88,2104.47292064296
3.0,188.0,200.0,816.7266666666666,4811.0689344342
35.0,279.0,279.0,355.466,12224.306880580507
2.0,218.0,238.0,275.04,1158.3373870708829
1.0,94.0,167.0,166.57,664.1856634915337
2.0,319.0,332.0,289.815,946.5958109123836
5.0,261.0,330.0,317.702,1770.431258040516
16.0,319.0,320.0,191.03625,2861.2180468542338
2.0,75.0,193.0,329.565,1438.2528339513697
8.0,330.0,333.0,190.975,1533.759908390289
4.0,305.0,315.0,409.3325,2055.8787471052415
10.0,261.0,271.0,200.917,2276.0414405631795
1.0,21.0,33.0,168.32,1549.0734059051754
3.0,21.0,46.0,261.98333333333335,3354.852625279988
15.0,309.0,329.0,255.26600000000002,3521.4229177107477
18.0,313.0,330.0,157.17333333333332,2549.4595019663734
1.0,36.0,36.0,317.34000000000003,2874.8594548708243
6.0,198.0,209.0,260.7333333333333,2380.436798577496
3.0,146.0,202.0,297.07,1713.0738700252455
3.0,54.0,59.0,188.56333333333336,2233.396057878562
2.0,25.0,112.0,352.67499999999995,2137.3056909356487
3.0,146.0,201.0,245.63,1423.3310243737972
8.0,152.0,213.0,1225.45,13407.956841651476
3.0,222.0,255.0,1430.2166666666665,7019.207246971584
6.0,147.0,172.0,163.75833333333333,1707.7246117778293
9.0,327.0,333.0,363.49555555555554,3208.792609891456
11.0,233.0,245.0,520.9545454545455,6894.774153273102
3.0,198.0,203.0,276.7366666666667,1620.1148270016022
12.0,309.0,321.0,334.53,3874.5326466720803
1.0,64.0,70.0,479.03,3333.015605025961
4.0,314.0,333.0,104.6125,505.34266855919566
1.0,112.0,140.0,112.35,538.9801579520484
3.0,273.0,288.0,138.65,627.5481704763326
1.0,245.0,250.0,166.67000000000002,542.5374937938783
4.0,158.0,207.0,500.1275,3401.7053640878403
11.0,310.0,334.0,878.2618181818183,9125.229742207546
2.0,99.0,230.0,428.02500000000003,1658.1098475205179
3.0,47.0,243.0,25.46333333333334,74.38867867589394
5.0,259.0,334.0,426.8740000000001,2349.4865969282155
1.0,92.0,328.0,148.63,259.36326134950946
3.0,192.0,210.0,375.9433333333333,2139.812288384855
